Statistics
PPPBPBBBPTBBPPPBBBPBPBPTBBPPBPPPBBBPBPTBBBPPPBPTBPPTPPPPPTPPP
BBBTBBBPBPBPPTBBBPPBBBPBPTPPPTBTBPPPPBPBBPBTBPBPBPBBPBBBBB
PBPBBBPBBPBPBBPPPPBPPTBBBPBPBPBPBPBTPPPBPPPBTPPBBBPBBBPBPPBPBTBPP
PTPBBPPPBBBBBBBTBPPPPPPPBTBBPTBBPPBBBPPPBPPBBTBPBPBBPPPBPBB
BBBTPBPPBPPBBBPPPPTPPTPBBBBBBBP
BTPBPPPPBBBBBPBBPPPPPTPPBBBPPTBPTBPBBTPBBBBPPPPPPPBPTPBTPPBPPPBBPBPPP
PPBPPPBBBTBBPBBTBPPPPPBBBBBBPBBBBPBPPBBPBPBPPBTBPPPPPPBBBBTPTBBBPBPBB
PBPPPBPBTPPBBBTTBBPPPPBBPBBPBPPBBBBBPPPBPBPPBBPPPPBTPBPPPBBPPBPPBBBB
PBBPPPPPPPBBPBPPBPBPBPPBBBPPBPPPPPPTBBPPPPBBBPPPTBTBPBTBBPBPPBBPBBT
PTBBBBPPPBTPBPBTPBPPBBPBTTBPBBBTPBPBBBPPBBBBPPBTBPPPPPPBTPPPBPPBPB
PBPBTPTPPTBBBPTBBPPPBPBPPBBPPBBBBBPBTTBBBTPBPBBBPPBBBBBBTBPBPBBBPPTBB
BTBBPBBPBTPBBBPBBBPBPPBBBPBPPBBBBBBPPBBTBBBPBBBPBBPPBBBPBPPBPPPBPPP
PBBPPPPBPTBPPPPPBBPBPBBBBPPPPPPPBPPPPPPBPPPBPPPPPPBBTTBPPPBPPTPBPPTBBBB
BPBBBBPPPBPPPBPPBTBBBBBPBBPPBPBPPBBPPPPPBBPBTPBTBBBBTPBBBBBTPPPTBBBBP
PPBPTPPBTPBPPPTPBPBBPBBBBPTBPBPPPBPPPBPPPBPBTPBPBBPPBPBPPPBPBBBPBB
PPBPBBTBPPPPBPBBPBBPPPTTPPPBBBBPPBTTPBPBPBBBTBBBBTBBPBBBTPPBBPBBB
PBPBBPPBPBTTBBBBPPPTPPBBBBPBBBBPBPPPPBBBPTTBBBPTPBPBBBBBBP
BPBBPBPPBBPPBPBPPBBBBBBBBBPTPBTPTBPBBBBBPBPPBBPPPPBBBBBPPPBBPBBBPPPB
BBBPBPBBBBPPPPBPTBPBBBPPBPTBBPPBBBPBPBBBBTBBBBPPBBPPPPBBBBB
PPPTPBBPTPBBBBTBBPBTPTBBBPBPPPBBBPPBPBBBBBPPBBPBBPBPPBPBPPPBBPPBBBBBP
BBBBPPBBTPBBPTPTPBPBPBTBTBBPPBBBBBTPPBPBPPPBBBTPPPBPBPPTBPBPPPBTTBPTB
PBTBPBBPPPPBBPPTPBBBPPPPTPBPPPBBBBBBPPBPTTBPBPBBBBTBPBBPPBPBBBPPBTPBPBB
PBBBBBTPPPPBPBTPTBBPPBPTPTPTPBPPPBBBPPPBBPPPPPPBPBBBTBBTBPPBBBBBBPB
PBTBBPBPBBPPPPPBBBBBBPPPPBBPBTBTPPBBBBBPTPBPBBBPPBBBBBBPBBPBBBBPBPTB
BTPPPTPBPBBPTPBTBPBBPBBBBBTBBPPPBPBPBPTPPBPPBBBPPBBPBBPPPBBPPBBPPTPPP
BTBBBPPBBBPPPBPTPBPPBPTBBBBBBBBBPBBPPTPTTPBPPBBBTBPPPBBBPPPPPB
BTTBPBPPPBPPBBPBPBBPBBBPBBBBPBBPPBBPBPBPBBPPBPBBPPPPTBPBTPPPPPPBPBPBBB
PTBPBTBBBPPBPBPBBPBBBTBBBTBBBPBBTPPBBBPBPBBPBPPPBBBBTPBTTTPPTPP
BPBBPPBBBBPBBBPPBBPPBPBBPBBBPBBBPPPBBBPPPPBBPBPBBPBPPPPPBPPPBPBBPT
BPBTTTBBPPPPBBBPBPBPBTBBBBTBPPPPBBBBPBPBBBBPTPPPBBTBBBPPPPBBP
PTPBBBBBBPTBBTPBBBBPBTPBPPBBPBBBTPPPBBBTBPPBBPBBBBPPTPBBPPBBPBP
PBBPPPPPBTPPBPBBBBBBPPBPPBBBBBPPPPPBTPBBBBBPBPBPPBBBBBPBBBPP
BPBPBPPBPPPPPPBBPPBBPBBBBPBTPPBBBPPBPBPPPPBPTBBBPBBBBBPBBBPPTBBBP
PPBBPPPBPPPPBBBPPBPPPBBPPTBPPTBPBTBBBPBTBBBBPPPBPBPBBBTPBBPBTBP
PTBPPTBBBTTPPBBBPPBBPTPBPPBBBPPPBBPPPBPBPPBPPBPBTBBBPPTTBBBPPBBBPBBBPBP
BTBTPPTPPBPPPPPPBBBPBBBPPBPBPPPBBBBBBBBBTTPBTPBPPPBPPBBBPBPPBBBPPB
PPBPPPPTPPBBPPBPPPTBTPBBBPPBPBBPBBBPPPTBBBBTBPBPPTPBPBBBPPPPPBBP
PBBBBPPTBPPBPPBBBPTTBPBPPPBPPTPBPBTPPPPPBPBPPPPBBPTPBPPPPTPBPPBTTP
BBBBPPPBBPBBPBBPPPBBPBBBPBTPPBPBBPBBTTPBPPBPTBPTPTPTBPBPPPBTBBPB
BTBPPPPBPTBBPPPBPBBPBBPBBPPPPBTBPPBPPPPPBPBPTBPPPBTPPBPPBBPPPP
PPBPBBPBTTPPPTPBBPPBPPPPBTPBPTBBPTPTBTBBTBBPBPBTBPBBBPTPBPBBBBBTBBTPBBPPPPPPBPTBBTBPPPBBPBTBBPPBPPB
PPBBBTBBBBTPBBBPBBPPPTPPPBBBPBPPPPBPPPPPBPBPBBBPPTTBTBPBBPPPBBBBB
BBBBBPBTTPPPPPBPPPBPBPTBPPBBBPPPBPPBBTPTBPPBPBBPPPBBBBBBPBPBBP
PBPPPBBBPPBBPTBPPPPBPBTBPPBBPPPBBTPBBBBPPBBPBPPPBPPPPTTBBPBPBTBBBB
BPPTPBPBPBPPBBTTPPBBBPPBPBBBBPTTPBTPBPPBTBBPPPBTBPBPBPPBBBBPPBPPPBB
BBPPTPBPPTPBPBBBBBBPPBPPPPBPPPBTPBPBBPBBBBPBBPPPPPBPPBTPBTTBTPPPPPPBP
PBTBBTBTBPBBPPPPBBPBTPBBPBTPTBBPPBBBPTBBTBTPTBBPBBBPPBPTPBTBPPPBBPBB
BBBBPTBBPPPPBBTBTBBPBBPBPBPPPBBBBPBPBPPPBBPBBTBBBPBPPPPBBBPBBBBBPBB
BPPBTBBPBBBPPBBBBBBPBPBPBPPPPTPTTBBPBPPBBBPBBPPBBBPPBBPBPPBPPPPPPBPP
BTPBPBPBPBTBPPBBPBTBPPTTTBTPBBBBBBBBPBBTPPBPTBBTPPBPTBBPBTBBPBPPBPBPPP
BBPBPPPPBPPPPPPBBBBBPBPBPPBBBBBTPBPBPPPPPBBPBBPPPPBBPBPBPPPPBBPBPB
PPPTBBBBBBBTPPBBPBPBBPPBBBBBBPPPPBPBBBPBBBBBTPPBPPBBPBBBPBBPPPPTBBPBB
BPTBBBBTPTBPBPPBBBBPTTBTPPPPBBPBBPPBBPTBPPPPPPPBPTTBBBBPPPBBBPBB
PPPPPTBPBTBBBBPPBPBPBBPBBBBPPPBTPPPBPTBTBPBPBTTBBBBPPBBPTBBPTP
BBPPBTPBTBPBBPPPPBBBBBBBBBBBBBPTPPPBPPBPBBPBBPBBPPPPPTBBBPPPBBTBPP
PPBPTPPBBPBPPBTPPTPPBBBPPBBPBBPTBBPTBPBBPBBBBBPPBTPBPBPPPPPTPPB
BPBBBPBBTPBPPBPBTPPBBPPPBBPPPPBPTBBBBBPTPPPBBTBBBPBPBBTBBPP
BBPBTPTPPBPBPPBBPPBTBPPPTBBBBPBBPTPPPPTPPBBPPTPBTBPBBPBBBPTBP
PBPBPBTPBPPPPBBPPBPPBPPPBPPPBBPPPPBTBPBBPPPBBPPPBPPPTBBBTPPP
BPPBPBBPPPPBBPBTPBBPBBPPBPPBPPBPPPPPPBBBPPPTBPTBBBBPPPTPPBBTBPBB
PPBPPTPBBPBBBBPPBBTBPBBBBTBPPBPBTTPPTPBPBTPPBPPBBPBPPPBTBBPBPPB
BTBPPPTBBBPPPBPPBPPBTPPPBPPPPPBBTBPBPPBBPBPBPBPPPBPBPPBBBPPT
BPPPPBBBBPPBBPPPBPBPBPTBBPBBBBBBBTTBPBBPPBBPPBBPBPTPPTPPBBBPPBT
PBBPBPBBPBBBBBBPTBBBPBPBTPPPPTBBPPPBBBPTTPBPBBBTPBBBBBBPBBBT
BTPTBPPPBTPBPTBBPPPPBTBPPBBBPPPBPBBPBBPPBPBPBPPBBBTBPBPPPBBBPBBBBBP
BPBTTPBPPPBBBPPPBBPPPBPTPBBBPTBBBPBPBPTBPTTPBBPBBBBPTTTTPPBTBPBTPTBBB
PTBPPBBPPPPBPBTTPPBBBPPPBPBBBBBBBBBBBBPBBPPBPBPPPBBBBPPBPPPPBBPPBTBP
BPPPTPBBBPBBPPBPBPPPBBTBTTPPTPPPBTBBTBPBBPPBPPPPPBPTTPTPBTBPBBBBB
PBPTBBBPBBPPPPTPPPBBPBBPPBBPPBTBPPPPBBPPPBTPTBTPPBBPPPBPBPPBPBBBPPPB
PTBBTPPPPPPBPBPPTPBBPBBTPPBBPTBPTPBBTBPPBPTTPPPBBTPBPBPPPBPPPTPTPBBBBBTPPBBTBBBPBBPBPBBPBPBBBBPPPPP
BPBTBPBPBPBTPBPPPTBPBPBBBPBPBPBBPBBPPPPPPBBBPBBBTPBPPTPPPBBBBBBBBBBP
BPBPBBBBBPBPBPPPBBBBBBPBBBPBPTPTPBPBPPTPPBBPPPPPBPPBPPBPBBPTB
PBBBPBPBPPBBPPPBPBPBBPPPBPTBPBBBPTPPBBPBBPPTBBBPBPPBPBPPTTPPPP
BPTBPPPPBBPPBBPTBPBBBTPBPBBBPPBPTBPPTBPBPPBPBPBTBPPPPBBBBBB
PPBBPBPBTTBBBTBPPBPTPBBTBBBPBPPBPPPPPBBBPPPBBBBPBPPPPBPBPPBBT
BBBPTBBBBBPBBBPPBBBPPPBPBPPBBBPBBTPPPPBBPBBPPPBBPPBBPPBBPBPPBBBB
BPBBPBPBBBBPPTPPTPBBBPPTBTTBBTBBBPPBBPTBBPBPPBBBPTBPBBPBPTPBB
BBBTTPPBPBTPPBBTPBPBBPPBPPBBBPPPBPBBTPBPBPPBTPBTBTPBTPPBBPBPBPBPPBTBP
PBBPBBPBPBTPTPBBPBPBBBPBBPBBPPBPBBPPPBTBPTPBBPBBPPPPPBBPBBPPBTPBPBBB
BBBPBBBPPBBPTPBBPBBPBPPBBTBPBPBBPPBPPBPPTBPPPPPBPPBPPPBBBBBPBPPBPP
PBPTPBBBTBPPTPBBPBPPPTPPBPBPTTTPTBBPBPTPPPPTPPBBTPBBPBTBBPBBPPPBB
BBPPBBBBBBPPPPPBBPBBTTBPTPBBBPBBBPPBBPPPBBBPBBPBBPPPTPTBPPBBPBBBB
BPPPTTPBBPBPBBPPTTPBPPBPBBBPBTPPPBPPPPPPPBPPBTBBTBBBBTBPBPBPBTBPBBBPB
PBBTBPBTBBPBBBBTBPPPPPPPPBBTBTBPBBBBPPBPPTPBBPPBPBPPPPTPTPBPBBPPB
BBPTBTBPPPBTPPBBBBPBBBBPBPBPBBPPBBPPBPPBBPPPPPBPBBPBPBPBBPPTPPPBB
PPBPBBBTBPTBBBBPPPPBBBPBBBPBPBBPTTBPPBPBBBPBPPPPPPBPBPPPTBPPPB
PBPPPBBPPBTBPPBBTBPTPPBPBPBBBBBBPBBPBPPBPPPPBBPBPTBBBPPPBPTTPP
PBBPBBBBBBBBBBBPBPPPPTBPPBBTBPTBPPPBPBBPBBTBBBPBBPPBBPPBTTPPPPPPPPT
PBPPBPTPPPBBBPBBBBBBBPPBTBBPPPPBPTPBPPPPPTBBBPTPBBBPPPBBPTBBPPBTB
PPPPBTBBPPBBPPBPPBBTPBPPPBBBPTPBPBBTPPBTPBPBBPPPBTPPPPBPBPPPPPT
BPBBPBBBBBBPPBPBBBPBPBPPBPBBBBTBTBPPBPBBPBPPPPBPPPBBBPBBTPPBB
BPBBPBTTPBPBBPTPTBPPPPPPPPTBBPBBPPBPBTPTPBBBBPTBPBTTBBTBBTBP
PPPPPBBPBPBPPBBBTBPPPTPPBTBPPPPPBPPBBBPBPBPPBTBBPBBTBBBBBBPBPBTPP
PPPBBBPPPPBBPPBTPBPBPPPBPPBPBTPTPPTPPBPBBBBPPBPBPPBPBPBBBTBBBPPPBPB
PBPTBBTBTBPBPBTBBPTPPPTBPBPPPPPPPBPBPBPTPTBPPBPTPBBBBPPBPPPPP
BBBBPBPPBBBPPPBBBPPBPPBBPTPBBBPPPPTPBPBPPTBPBTBBPPPPBPPBPPBPT
PPBPBPBBBBBPPPBTBBTPBBPPPPPTPBTBBPBBBBPBBPTPBBPBTPPBBBPBPBPBP
BTBBPPPBPPBBBBPBPPPBPPPPBBBPTPPPPPPBBBBPBBPBBPBPBPBPBBPPP
PTPBPBTBPPPPPPBPPBBBBBBTPPPBBPBBPBBPBBPPBBPBPBTBBB
BPPBPPPPPPBPBPPPPBBPPTBBBPTBBBBBPBBPPPBPBBPPPPPTPPTTPBBBTPPBBB
BBPPTPPPBBBBBPTTPBPTPBBTTBPPBBTBBPBBBBPPBBPTPBPBPPPPPBBPBPBBBT
BBBTBPBPBBBBTPBPBPPPBBBBPBPPBPPPBBPBBBPBPBPPBBTPBBTPTPTBBP
PBBPBBPPPPBBPPBBPPBBBBBPPBPPTPTBPBTBPPBBBPBPPPBTPBPPBTPBBPPPP
BBPBBBPBPBBBBBPTBBBBPBBPTTPPPBPBBPBBBPBBPPBPBTBBPPBTBPPBBPBPBBBPPPBBBB
PBPPBBBPPBBBPPTBBBBTBBPPBBPBBPPPTBBBBTPBBBBPBBBBBBTPBBPBPPBBBPPBBPPPB
BTPPPPBTPPPBBPBPPBBBBPPPPPBPTPBBTPPBTPPPBBPBBBBPPBBBPBPBTPPBBPTPPPBTP
PPBBTBBBPBBBPPPBPPBBPPPPPPBBPPBPBTBBBBBBPBPTBTPBPBPPPPBPBBPTBBBPPPPPB
BBBBPBBBPBBBBPBTBBPBBBBPBPPPPBBBPPPPBPTBBBBBPBBPPPBTPPTPPPPPBBBPB
PTTTBPBBBTPPBTBPPBPPBPTBPBBBBPBBPBBBPBBBBBBPPBBPBBBPBBBTBBPBPBPBT
BBPTBBPBBPPTBBPBPPBTTBTPPPBPBBPPBPBBBBPBPBPPBBBPBBBPPBBPPTBBPPPBBPB
PBPTBPPPBBBPTBBBBPBBPBPTBBBTPBBPPPBPPPPPPPPBPBBBTBBTTPBPBBBPBTBBTBBP
PPBBBPPBBPBPPPBBBBBBPPBPTBPBPBPBPBPBBPTPBPPBBPBBPTPPBPPBBPPTPBBPBP
BBBPBBPTPBPBPBPPBPBBBBPBPBPPBPBPBBBBBPPPPPTPTPPBBTBPBBPPTPTBPTBTBBPB
PBBPBTBBBPBPBPBBTPBBBPBBBBTTPBPBTTPBBBBPBPBPPPPBPPBBPBTPPBPBBBBB
BBBPBTPPBBTBBBTBPPBPBPTPPPBBBPBPBPBPBTPTPTBBPPBPTPBPBPTPPTPPPPBTBBBP
PPTPBBBPPBBPPBBPBPBPPPPBBBPPPBPPPPBPBPBPBPPBPPBPBPTPBBPBPBBB
BTPPBPPBBPPBTBTBPBTBPPPBPBPBBBPBBTBBBPPPPBBTBBPBBBPPBBTTBBBBTBBPBBBP
PPBBBPBPBBPBPPPBBPBBPBBBPBPBTBPBBTPPPTPPPBBPBPBBBBPPBPBBPBBBPBBPBT
BTPBBBPPBBBTBPBPTPPPPBBPPBPBPBPPBTBBBPPBBTTPBPPPPPBBPPBBPBBPTPP
BBPPBPPPTPBPBBBBBPBPPPPPBBPPPBBBBPBBBPBPPBBBBBPPPBBTPBBPBBPP
PBPPPTBBPPPPPBTBBBBBPBBPBBPPPPPPBPTBBPPBPBTPBBPPPBPBBBBPBPBBTBPBBP
PBBPPBBPBPBBPPBTTPPPPBBPPTBPBPPBPPBPPPBBBBPBTBPPPBPPPBP
BBTBBBPPPBBPTBBBBBBPPBPBTPBPBBPPBPBPBBPPBPBPBBPBPPBBBBBBTBB
PPPBPPPBBPPPPPPPPPBPBBBTBBPPPPBPBBPBPPBBBPPPPBBPBTBPBPPBBBP
BPPBBPPPBPBBPBBPBBBBBBBBBPBBTPTBPBBBPPBBBPPPBPBPPBPTBPBPPPBPBPPBPTPP
PPPPPPBPBPPPPPTPPBBTPBPTPPBPBPPPPBBBBPPPBPBPPPBBPBPPPPBTBPBBPBPPBB
BBBBBPBTBBPBBBPBPBPPPPPPBBBBBPPPPTPBPTBBBPBPPPPPPTPBPPPTBBBBBPPPPBTBTPT
BPPTPBPPTBPBBBBPPTBPBPBPBPTPPPBBBPPPPPBPPBBBPBBPBPPPTPPPBTPBPPPBPBPB
BBBPBPBPBTPPBBTPPPPBBPBPPPPPPBPBBPBBBPBBPTPPBBPTBPBBPPPBBTBTPBBP
PBPPBPPBBBPPBPPBBPPPTBBBBBBBTPBPPBBPPTPPPPBTBBPBPTPBPPBPPBBBPTPPBBB
PBPPBBTBBPBPBBPBPPBBPPTPBPBBPBPTBTTPBPBBBPBBPPBPBBPBBBBBBBPBPPPBPB
BBPPPBBTBBBTBPPPPPPBTPPBBBPPBPPBPPPTBBPBBBBPBBBPBPBPBTPBPBTBPPPPPBBPP
PPBBPPBPBPPPBPPPPBPTBPPPBBPBPTPTBPPPBBTPBBBBPBPBPBPPBBBBPBBB
PBTPPTBBBPBPBBPPBBBBTPBBPBTBBPTPBPBPPPPBBBBPPPPBBPBPPBBBTBBPBBBPPBBPTBB
BBPBBBPPTBPPPBBBPPBPPBPBTPBPPTPPPTBBPBPBPBPBPBPPTBBPBPPPPBBPBBPTPPP
PBBPPBBBPPPBBPBBBPBPBPBPBPPBBPPBPBTTBPBTBBPPBBBBPBPBPBPTPPBBPBBBBPB
PBBBPPBPPPPPBBBPBPBBBPPPBPBBBPBBBPPBBBPBBBBPPTPPBBPPBBPPPPPBBTBB
BBBBBBBPBPBBTBPBPPBTPPBPPBBBPBBTBBPBBBBPPTBTPBBBTPPTTPBBPPBBPPTTPTB
BPPPBTBPPBBPPPPPPBPPPTTBBTPBBPTPBPBPPBBBBPBBBBBPBBBPBBPTPPBBBBBTP
