before,chainok_12,after,pattern
PPPPBP,BPPB,PBBBPB,1-2-1
PBPPBB,PPBPP,BBPBPP,2-1-2
PPBPBB,PPBPP,BBPBPB,2-1-2
PPBPPP,BBPBB,PPBBBB,2-1-2
BBBBPP,BBPBB,PPBBPB,2-1-2
PPPBBB,PPBPP,BBBPBP,2-1-2
PPPBBP,BPPB,PPPPBB,1-2-1
PPBBPB,PBBP,BBPBPB,1-2-1
BPBBPB,PBBP,BBBBPP,1-2-1
PPPPBP,BPPB,PPPBPP,1-2-1
PBPBPB,PBBP,BPBPPP,1-2-1
PBBBBP,BPPB,PPPPPP,1-2-1
BBPPPP,BPPB,PPPPBB,1-2-1
PBBBBP,BPPB,PBPPPP,1-2-1
PBPPPB,PBBP,BBPBPP,1-2-1
BPPBBB,PBBP,BBBBPB,1-2-1
BBPBBB,PPBPP,BBPBPB,2-1-2
BBPPBB,PPBPP,BPBBPB,2-1-2
PPBPPB,PBBP,BBBBBB,1-2-1
BPPBBB,PPBPP,BBPBPP,2-1-2
BBPBBB,PBBP,BBBBPB,1-2-1
BBPPPP,BPPB,PPPBPP,1-2-1
BBBPBB,PPBPP,BBPBBB,2-1-2
PPBPBB,PPBPP,BPPBPB,2-1-2
BPPBPP,BPPB,PBBBPP,1-2-1
BBBPPP,BPPB,PBPBBB,1-2-1
BBPPPB,PBBP,BPPPBB,1-2-1
PPPBPP,BBPBB,PBBPBP,2-1-2
PBBBBP,BPPB,PPPBBP,1-2-1
PPBBPB,PBBP,BBPBBP,1-2-1
PBPBBP,BBPBB,PPPBBP,2-1-2
BBBBPB,PBBP,BBBPPP,1-2-1
BBBBPP,BBPBB,PPPPPB,2-1-2
BBBBPP,BBPBB,PBPPPP,2-1-2
BPBBBB,PBBP,BBPBPB,1-2-1
BBBPPP,BPPB,PBBBPP,1-2-1
PPPBPB,PBBP,BBPPBP,1-2-1
BBBBPB,PBBP,BPBBBB,1-2-1
BBBBPB,PBBP,BBBBBB,1-2-1
BPPPPB,PBBP,BBBBPP,1-2-1
BPPBBB,PBBP,BBBPPP,1-2-1
BPBBBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBBBBB,1-2-1
PPBBBP,BPPB,PBPBBP,1-2-1
PBBBBB,PBBP,BBPBBB,1-2-1
BBBPPB,PBBP,BBBBPB,1-2-1
BPBBBB,PBBP,BBPPBP,1-2-1
BPPBPB,PBBP,BBBBBB,1-2-1
BBBBBB,PBBP,BBPPBP,1-2-1
PPPBBB,PPBPP,BPPPBP,2-1-2
PPPBBB,PPBPP,BBPPPP,2-1-2
BPPBPB,PBBP,BBBBPP,1-2-1
PPBBBB,PBBP,BBBBBP,1-2-1
BPBPPP,BPPB,PPBPPP,1-2-1
PPPPBP,BPPB,PBPPPB,1-2-1
BBPPBP,BPPB,PBBPPP,1-2-1
PPBBPB,PBBP,BPPPBP,1-2-1
PPPBPP,BBPBB,PBPPPP,2-1-2
PPBBBP,BPPB,PBBBBP,1-2-1
BPBBBB,PBBP,BPPBPB,1-2-1
BBPBBP,BPPB,PBPPPB,1-2-1
BBBPPB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBBPBB,1-2-1
PBBBBB,PBBP,BBBBBP,1-2-1
BBBPBP,BPPB,PPBBBP,1-2-1
BPBPBB,PPBPP,BPBPBB,2-1-2
PPPBPP,BBPBB,PBPBPP,2-1-2
PBBPBP,BPPB,PPBBPB,1-2-1
BBBPBB,PPBPP,BBPBBB,2-1-2
PPPPPP,BPPB,PBPBPB,1-2-1
PPPBPB,PBBP,BBPPBP,1-2-1
BBPPBP,BPPB,PPBPPB,1-2-1
BPBPPB,PPBPP,BBPPPB,2-1-2
PBPPBB,PPBPP,BPBBBP,2-1-2
PBPBBB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PBBPPP,1-2-1
PPPBBP,BPPB,PPPBPP,1-2-1
BBBBBB,PBBP,BPPPPB,1-2-1
BPPBBB,PBBP,BBBPBP,1-2-1
PBBBPB,PBBP,BPBPBP,1-2-1
BBPBBB,PPBPP,BPPPBB,2-1-2
BBBBPB,PBBP,BPBPBB,1-2-1
BPBBBB,PPBPP,BBPPPP,2-1-2
BPPPPB,PBBP,BBPBBP,1-2-1
PBPBBP,BBPBB,PPBPPB,2-1-2
PBBPBB,PPBPP,BBBBPP,2-1-2
PPBBBB,PPBPP,BBPPPB,2-1-2
PPPBBB,PBBP,BBBBPB,1-2-1
PBPPPP,BBPBB,PPPPBP,2-1-2
BPPPPB,PBBP,BPBPBB,1-2-1
PPPPPB,PBBP,BPBBPP,1-2-1
BPPPPP,BPPB,PPPPBB,1-2-1
PBPPPP,BBPBB,PPBBPP,2-1-2
BBBBPB,PBBP,BBBPPB,1-2-1
PBBBPP,BBPBB,PBPBBB,2-1-2
PPBBPB,PBBP,BBPBBB,1-2-1
PBPBPP,BBPBB,PPPPPB,2-1-2
PPPPPB,PBBP,BBPPPP,1-2-1
PPBPPP,BPPB,PPPBBB,1-2-1
PPBBBP,BPPB,PBPBBB,1-2-1
PPBBPB,PBBP,BBBPBB,1-2-1
PBPPPP,BPPB,PBPPBB,1-2-1
PPPBBP,BPPB,PPBPBB,1-2-1
BPPPBP,BPPB,PBPBBB,1-2-1
PPBBBB,PBBP,BBBBBP,1-2-1
BBPPPP,BPPB,PPPPBP,1-2-1
BBPPPP,BPPB,PPPPBP,1-2-1
PBBBBP,BPPB,PBPPBB,1-2-1
PPPBBB,PBBP,BPBPBP,1-2-1
PBPPPB,PBBP,BBPPBB,1-2-1
PBBBBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBPPBP,1-2-1
PBBPBB,PPBPP,BPBBPP,2-1-2
BBBPBB,PPBPP,BPBBPB,2-1-2
PPBPPB,PBBP,BBPPBB,1-2-1
PBBPPP,BPPB,PBBBBP,1-2-1
PPPPBP,BPPB,PPPPBP,1-2-1
PBBPBB,PBBP,BBBPPB,1-2-1
PBBPPP,BPPB,PBBPBP,1-2-1
PPBPPB,PBBP,BPBBBB,1-2-1
BPPPPP,BPPB,PBPPBB,1-2-1
BPBBBB,PBBP,BBBBPP,1-2-1
BPBBBB,PPBPP,BBBBPB,2-1-2
PPBBBP,BPPB,PBBBPB,1-2-1
BBBPBP,BPPB,PPBBBP,1-2-1
BBPBBB,PBBP,BBPPBB,1-2-1
BPPBBB,PBBP,BPBPPB,1-2-1
BPPPBP,BPPB,PBPBPB,1-2-1
BPPBBP,BPPB,PBBBPP,1-2-1
BPBPPP,BBPBB,PBPBPB,2-1-2
PBBBPB,PBBP,BBBBPP,1-2-1
PBBBPB,PBBP,BBPPPB,1-2-1
PPPPPP,BBPBB,PBBBBB,2-1-2
BBBBBB,PBBP,BPPPBP,1-2-1
PBBPPB,PBBP,BBPPBP,1-2-1
BPBBBB,PBBP,BBBBBB,1-2-1
BBBBPB,PBBP,BPPBBB,1-2-1
PPBBBB,PBBP,BBBBPP,1-2-1
BBPBPP,BBPBB,PPBPPB,2-1-2
PBBPBB,PPBPP,BBPBBB,2-1-2
PBPPPB,PBBP,BPPPPP,1-2-1
PBBPBP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BPBPBP,1-2-1
BPPBBB,PBBP,BBBBBP,1-2-1
BPPPPP,BBPBB,PPPBPP,2-1-2
BPPPPB,PBBP,BBBBBP,1-2-1
BPBPBP,BPPB,PBBPPP,1-2-1
PPPPPB,PBBP,BPPBBB,1-2-1
BPBPPP,BBPBB,PPBBPP,2-1-2
BBPPBB,PPBPP,BPBBPB,2-1-2
PPBPPB,PBBP,BBPBPP,1-2-1
BPPPBP,BPPB,PPBPPB,1-2-1
PBPPBB,PPBPP,BBBPPP,2-1-2
BBPPPP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PPBBBB,1-2-1
PPPBBB,PBBP,BBPPPP,1-2-1
BBPPPP,BPPB,PPBPBB,1-2-1
BBPBPP,BBPBB,PPPBBB,2-1-2
PPBBBP,BPPB,PPBPBB,1-2-1
PBBBPP,BBPBB,PPPPPP,2-1-2
BPPBBB,PPBPP,BPBBBB,2-1-2
BBBBBP,BPPB,PBBPPB,1-2-1
PPPBPP,BBPBB,PBPPBP,2-1-2
BBPBBP,BPPB,PPPPPB,1-2-1
BBPBBB,PPBPP,BBBPBP,2-1-2
BPPBBB,PBBP,BBPPBB,1-2-1
PPPPPP,BPPB,PPBBPP,1-2-1
PBBBPB,PBBP,BBPPPP,1-2-1
BBPPBP,BPPB,PPBPBP,1-2-1
PPBBPP,BBPBB,PPBPPB,2-1-2
PBBPBB,PPBPP,BBPPBB,2-1-2
BPPBBP,BPPB,PBBPPB,1-2-1
BBPPBP,BPPB,PPBPPB,1-2-1
BPBPPB,PPBPP,BPBPPB,2-1-2
BBBPPP,BPPB,PBBPBB,1-2-1
PPBPPB,PBBP,BBBBBB,1-2-1
BPPPPB,PBBP,BPBPPP,1-2-1
PBPBPB,PBBP,BBBPPB,1-2-1
BBPBBB,PBBP,BBBPPB,1-2-1
PPPPBP,BPPB,PBBBPB,1-2-1
BBBBBB,PBBP,BPPBBP,1-2-1
PPPBBP,BPPB,PBBBPP,1-2-1
PBBBBP,BPPB,PPPPPB,1-2-1
PPPBBB,PPBPP,BBBBPP,2-1-2
BPPPBB,PPBPP,BBBBPB,2-1-2
PBPPBP,BPPB,PPBBPP,1-2-1
BBBPPP,BPPB,PBPPBB,1-2-1
PPPPPP,BPPB,PPPBBP,1-2-1
PPBBBB,PPBPP,BPBBBP,2-1-2
BPBBBP,BPPB,PPBBBB,1-2-1
PPPPBP,BPPB,PBBBPB,1-2-1
PBBBPB,PBBP,BPBPPP,1-2-1
PBBBBB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BBPBBP,1-2-1
PBPBBP,BBPBB,PBBPPP,2-1-2
BBBPPB,PBBP,BPPPBP,1-2-1
BPBPPP,BPPB,PPPBPB,1-2-1
PBBBPP,BBPBB,PPPPPB,2-1-2
PPBBPP,BBPBB,PBPPPB,2-1-2
PPPBBB,PBBP,BPBPBB,1-2-1
PPPPPB,PBBP,BPPBPP,1-2-1
PBPBBP,BPPB,PPBPPP,1-2-1
BBBPPB,PBBP,BPBPPP,1-2-1
PBBBBP,BPPB,PPPBBB,1-2-1
BPBBBB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PPPPPP,1-2-1
PPBPPP,BPPB,PBPPPP,1-2-1
PPPBBP,BPPB,PBPBBB,1-2-1
PPPPBB,PPBPP,BBPPBP,2-1-2
PBPPBB,PPBPP,BPPBPB,2-1-2
BPPBPP,BPPB,PBBPBP,1-2-1
PPBPPB,PBBP,BPBBBP,1-2-1
BBPBPB,PBBP,BPBBBP,1-2-1
BPPPPP,BPPB,PPPBBB,1-2-1
PPPPBB,PPBPP,BPBBBP,2-1-2
PPPBBP,BPPB,PPPBPP,1-2-1
PBPBBP,BBPBB,PPPPPB,2-1-2
PBBBBB,PBBP,BBPBBP,1-2-1
BBPBBP,BBPBB,PBBBBP,2-1-2
BPBBBB,PPBPP,BBPPPP,2-1-2
BPPPPB,PBBP,BPBBPP,1-2-1
BPPPPP,BPPB,PBBPPB,1-2-1
BPBBBP,BPPB,PPPPBP,1-2-1
BBBPPB,PBBP,BPBPBB,1-2-1
BBPPPP,BBPBB,PBPPBP,2-1-2
BBPBBP,BPPB,PBPBBB,1-2-1
PBPPPP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BPBBPP,1-2-1
BBBPBB,PPBPP,BPPBPP,2-1-2
BPPBPP,BPPB,PPPPBB,1-2-1
PPBBBP,BPPB,PBPPBB,1-2-1
PPPBPB,PBBP,BPPPPP,1-2-1
PBBPPP,BBPBB,PPPBBB,2-1-2
PBPPPP,BPPB,PPBBPB,1-2-1
BPBBBP,BPPB,PPPPPB,1-2-1
BBBBBB,PBBP,BBPBPP,1-2-1
BBPBBP,BPPB,PPBBPB,1-2-1
PPBBPB,PBBP,BPBPPP,1-2-1
BBBBBB,PPBPP,BPPBBB,2-1-2
PBBBPB,PBBP,BBBPBP,1-2-1
BBPPPP,BPPB,PBBPPB,1-2-1
PBBPPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBBBBB,1-2-1
PPPPPP,BPPB,PPBBPP,1-2-1
BBBBBB,PPBPP,BBBBBB,2-1-2
BPPBBB,PPBPP,BBPBPP,2-1-2
PBPBPP,BBPBB,PPPPBP,2-1-2
BBPBBP,BPPB,PPPPPB,1-2-1
BPPPPP,BPPB,PPBPPP,1-2-1
PPPPPP,BPPB,PBPBPB,1-2-1
PBPBPB,PBBP,BPBPBP,1-2-1
PPBPPP,BPPB,PBPPPB,1-2-1
PPPBBB,PBBP,BBBBBB,1-2-1
BBBBPP,BBPBB,PBPBPB,2-1-2
BBPBBB,PPBPP,BBPBPP,2-1-2
BPPBBP,BPPB,PPBBBP,1-2-1
PPPPBP,BPPB,PPBPBP,1-2-1
PPBPBP,BPPB,PPBPPB,1-2-1
BPBPPB,PPBPP,BPBBPB,2-1-2
PPBPPB,PBBP,BPPPBP,1-2-1
PBPPPB,PBBP,BBBPBB,1-2-1
BPPBPB,PBBP,BBBBBP,1-2-1
PPPPBP,BPPB,PPPPPB,1-2-1
BPBBBB,PBBP,BPBPPB,1-2-1
BBBPPB,PBBP,BBBPBB,1-2-1
PPPBBB,PBBP,BBPPBP,1-2-1
BPPBBB,PBBP,BPBBBP,1-2-1
PBBBPB,PBBP,BBBBBP,1-2-1
BBPBBB,PPBPP,BBPBBB,2-1-2
PPBBPB,PBBP,BPPPBB,1-2-1
PBBPBP,BPPB,PPPPPP,1-2-1
PPBPPP,BBPBB,PBBPBP,2-1-2
PBBPBB,PBBP,BPPPPP,1-2-1
BPPBPB,PBBP,BBPBBP,1-2-1
PBPBBP,BBPBB,PPPBBP,2-1-2
PPPPBP,BPPB,PPPBBB,1-2-1
PBPPPP,BPPB,PBBPBB,1-2-1
PPBPPB,PBBP,BBBBBP,1-2-1
PBBBBB,PBBP,BPBBBB,1-2-1
PBPBBB,PPBPP,BBPPPP,2-1-2
PBPPPP,BBPBB,PPPBPP,2-1-2
PBBPPP,BPPB,PBPPBB,1-2-1
PPBPPP,BPPB,PBBPBP,1-2-1
PPBPPB,PBBP,BPPPPB,1-2-1
BPBBBP,BPPB,PPBBBB,1-2-1
PBPBBB,PBBP,BBBPBP,1-2-1
BPPPBB,PPBPP,BPPBBP,2-1-2
PPBBBP,BPPB,PBBPPP,1-2-1
PPBBBB,PPBPP,BBPPBB,2-1-2
BBPBBB,PBBP,BBPPPP,1-2-1
PPPPBB,PPBPP,BPPPBP,2-1-2
PPPBPB,PBBP,BBPPPB,1-2-1
BBPPPB,PBBP,BPBPBB,1-2-1
BPBBBP,BPPB,PBBPPP,1-2-1
PPPBBP,BPPB,PBBPPP,1-2-1
PBBBBB,PBBP,BBPBPP,1-2-1
PBPPPB,PBBP,BBBPBP,1-2-1
BBBBBB,PBBP,BBPPBB,1-2-1
PPBBBP,BPPB,PPPPPP,1-2-1
PPBBBB,PBBP,BPPPPB,1-2-1
BPPBBB,PBBP,BPPBBB,1-2-1
BPBBPP,BBPBB,PPPBBB,2-1-2
PBBBPB,PBBP,BBPBPP,1-2-1
BPBPBP,BPPB,PBPBPB,1-2-1
PPPBBB,PBBP,BPPPPB,1-2-1
PPPPPB,PBBP,BPPPBP,1-2-1
PPBPPP,BPPB,PBPPBB,1-2-1
BBPPPP,BPPB,PPBPBP,1-2-1
PBPPBP,BPPB,PBPPPP,1-2-1
BBPPBP,BPPB,PBBBBP,1-2-1
PBBPPP,BPPB,PPPBPP,1-2-1
PPBPPP,BPPB,PPBPPP,1-2-1
BPPBBB,PBBP,BPPPBP,1-2-1
BPBPPP,BPPB,PBBPBP,1-2-1
BBPBBB,PBBP,BPPPBB,1-2-1
BBPBPP,BBPBB,PPBPBB,2-1-2
PBPBBB,PPBPP,BPBBBP,2-1-2
BPPPPP,BBPBB,PPPBBP,2-1-2
PPPBBB,PBBP,BBBBBB,1-2-1
PBPPPP,BPPB,PBBPBB,1-2-1
PPBPPB,PBBP,BBPPBB,1-2-1
BBBPBP,BPPB,PBPBPB,1-2-1
BPBPBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBPBBP,1-2-1
PBPBBP,BBPBB,PBBBPB,2-1-2
PPBPBP,BPPB,PPPBPP,1-2-1
PPBPPP,BPPB,PBPPPB,1-2-1
PBBPPP,BPPB,PPBPBB,1-2-1
BPPBBP,BPPB,PBPBBP,1-2-1
BBPPPP,BPPB,PBPBBB,1-2-1
BPPBPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBBBPP,1-2-1
PPPPPP,BPPB,PBBBBP,1-2-1
BPBBBB,PPBPP,BPPBPP,2-1-2
BPPBPP,BPPB,PPBPBP,1-2-1
PPPPBP,BPPB,PBPBBB,1-2-1
PPBBBB,PPBPP,BBBBPP,2-1-2
PPBBBB,PPBPP,BPPBPP,2-1-2
BPPBPP,BPPB,PPBPBP,1-2-1
PBPPBP,BPPB,PBBPPP,1-2-1
PBBPPP,BBPBB,PBBPBB,2-1-2
PBBPBB,PBBP,BBPPBB,1-2-1
PPPBPP,BBPBB,PPPBBP,2-1-2
BPBBBB,PBBP,BBPBBP,1-2-1
BBPBBP,BBPBB,PPBPPB,2-1-2
PBBPPP,BPPB,PPBPPP,1-2-1
PPPPPB,PBBP,BPPPPB,1-2-1
PPPBBB,PPBPP,BPBPBP,2-1-2
BBPPBP,BPPB,PBBPBP,1-2-1
BPBPPB,PBBP,BPPBBP,1-2-1
BBBPPP,BPPB,PBBPBB,1-2-1
PPBPPB,PBBP,BBPBPP,1-2-1
BBPBBP,BPPB,PBBBPB,1-2-1
BPBBBP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PBBPPP,1-2-1
BPPPPP,BPPB,PBPPBB,1-2-1
PBPBPP,BBPBB,PBBBPB,2-1-2
BBPPBP,BPPB,PPPPPB,1-2-1
BPPBPB,PBBP,BBBBBP,1-2-1
PBBBPP,BBPBB,PPPBBP,2-1-2
BBBBBB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BBPPPB,1-2-1
PBBBBB,PBBP,BBPPBB,1-2-1
BPBBBP,BPPB,PPPBPB,1-2-1
PBPPPB,PBBP,BBPBBB,1-2-1
BBBBBP,BPPB,PBBPBP,1-2-1
BPBPPB,PBBP,BPBPBP,1-2-1
PPBBPB,PBBP,BPBPBP,1-2-1
PBBPBB,PPBPP,BBPPBP,2-1-2
BPPPPP,BPPB,PPPBBP,1-2-1
BBPPBP,BPPB,PPPBBP,1-2-1
BBPBPB,PBBP,BBBBPB,1-2-1
BPBBBB,PBBP,BBPPPB,1-2-1
BBPBBB,PBBP,BBPPPP,1-2-1
PBBPPP,BPPB,PBBPBP,1-2-1
PPBPPB,PBBP,BPBPPB,1-2-1
BPBBBB,PBBP,BPBPBB,1-2-1
BPBBBP,BPPB,PBBBPB,1-2-1
PBBPPB,PBBP,BPPBBB,1-2-1
BPBPPP,BPPB,PPPPPP,1-2-1
BBBBPP,BBPBB,PBPBPP,2-1-2
PPPPPP,BPPB,PBBBBP,1-2-1
BPPBBB,PBBP,BBPBPP,1-2-1
PBPPPB,PBBP,BPBBBB,1-2-1
BBBBPB,PBBP,BBBBBP,1-2-1
BBBPPP,BPPB,PPPBPP,1-2-1
PPPPBP,BPPB,PPBPBB,1-2-1
PPBPPB,PBBP,BPBPPP,1-2-1
BBPPPB,PBBP,BPPPPP,1-2-1
BPBBBP,BPPB,PPBBPP,1-2-1
BBBPPB,PBBP,BBPPPB,1-2-1
BBBBBB,PBBP,BPPPPP,1-2-1
BBBBPP,BBPBB,PPBBPP,2-1-2
PPPBBB,PBBP,BPPBPB,1-2-1
BBPBBP,BPPB,PBBPPB,1-2-1
PBBBBP,BPPB,PPPPPB,1-2-1
BBPPBP,BPPB,PPBPBP,1-2-1
PBPBPP,BBPBB,PBPPPP,2-1-2
PBBBPB,PBBP,BBBBBP,1-2-1
BBPBBB,PBBP,BPPBPB,1-2-1
BBPBBP,BPPB,PBPBPB,1-2-1
PBPBPB,PBBP,BBBPBP,1-2-1
BBBBPB,PBBP,BPBPBP,1-2-1
PPBBBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBBPPB,1-2-1
BBPBBB,PPBPP,BPBPPB,2-1-2
PBPPBP,BPPB,PPPPPP,1-2-1
PBBPPP,BPPB,PBPPPB,1-2-1
BPPPPB,PBBP,BBBPBB,1-2-1
PBPBPB,PBBP,BBPBBB,1-2-1
PPBBPP,BBPBB,PPBPPP,2-1-2
PPBBPB,PBBP,BPBBBB,1-2-1
PPPPPP,BPPB,PPPPPP,1-2-1
PBBBPB,PBBP,BPBBBB,1-2-1
BBBPPP,BPPB,PBPPPP,1-2-1
PPBBBB,PPBPP,BBPBPB,2-1-2
PBPBPB,PBBP,BPBBBP,1-2-1
PBPBBB,PBBP,BPBPPB,1-2-1
BPBBBP,BPPB,PBPPPB,1-2-1
PPBPBP,BPPB,PBBBBB,1-2-1
PPBBPB,PBBP,BPBPBB,1-2-1
PBBBBP,BPPB,PPPPPP,1-2-1
PPBBBP,BPPB,PBBPPP,1-2-1
BBBBBB,PBBP,BPPPPP,1-2-1
PPPPPP,BPPB,PBPBPP,1-2-1
PBBPBB,PPBPP,BBPBPB,2-1-2
PBBPBB,PBBP,BPBPBB,1-2-1
BBBPPB,PBBP,BPBBPB,1-2-1
PBPBBB,PPBPP,BBPPBP,2-1-2
BBBBBB,PPBPP,BBPBPP,2-1-2
PBBPPP,BBPBB,PPBPBB,2-1-2
PBBPPB,PBBP,BBPBPP,1-2-1
BPPPPP,BPPB,PBBPPB,1-2-1
BPPBBP,BPPB,PPBPBP,1-2-1
BBBPPP,BPPB,PPBBBB,1-2-1
BPBBBB,PBBP,BBPBPB,1-2-1
PPPBPP,BBPBB,PBPBPP,2-1-2
BBBPBP,BPPB,PPPPBB,1-2-1
BBPPBP,BPPB,PBPPBB,1-2-1
BPPBBB,PBBP,BPPBBB,1-2-1
BBBBBB,PPBPP,BBBBPP,2-1-2
BBPPPB,PBBP,BBPPBB,1-2-1
PPBBBB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PBBBPB,1-2-1
PBPBBB,PBBP,BPBBPP,1-2-1
PPPBPB,PBBP,BBBBPB,1-2-1
BBPPBP,BPPB,PBPBBP,1-2-1
PBPPPB,PBBP,BPBPBB,1-2-1
BBPBPB,PBBP,BBPBPB,1-2-1
BPBBBB,PBBP,BBPPBB,1-2-1
BPPBBB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBBBBB,1-2-1
BPPBPB,PBBP,BPPPBP,1-2-1
PPPBBB,PBBP,BBBPPP,1-2-1
BBBPPP,BBPBB,PPPPBB,2-1-2
PPPPBB,PPBPP,BPBBBP,2-1-2
PBBBPB,PBBP,BPPPPB,1-2-1
PPPPBB,PPBPP,BPBBBB,2-1-2
BPBBBB,PBBP,BPPPPB,1-2-1
PPPBPP,BBPBB,PPPPPP,2-1-2
PBBPPB,PBBP,BBPBPP,1-2-1
PBBPPB,PBBP,BPPPPB,1-2-1
BBBBPP,BBPBB,PBBBBB,2-1-2
BPPPPP,BPPB,PPBPPP,1-2-1
PBPBBB,PPBPP,BBPPBP,2-1-2
PBPPPB,PBBP,BBPBPB,1-2-1
BPBBPB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PPPPPB,1-2-1
PPPBPP,BBPBB,PPPBPP,2-1-2
PPBPBP,BPPB,PBBPPP,1-2-1
BPPPPB,PBBP,BBBBBB,1-2-1
BPPBPB,PBBP,BBBBBB,1-2-1
BBBBBB,PPBPP,BBBPBB,2-1-2
PBBPPP,BPPB,PPPPPP,1-2-1
PPPBPB,PBBP,BBBPBP,1-2-1
BBBBPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBPBBB,1-2-1
PBBBPP,BBPBB,PPPBBP,2-1-2
PBPPPB,PBBP,BPBPBP,1-2-1
PBPPPP,BPPB,PPPBPP,1-2-1
PPPBPP,BBPBB,PPPPPB,2-1-2
BPBBBP,BPPB,PBPBPB,1-2-1
PPPBBB,PPBPP,BBPBBB,2-1-2
BBPPBP,BPPB,PBBBPP,1-2-1
PPPPPP,BPPB,PPBPPB,1-2-1
PPPPPP,BBPBB,PBPBPB,2-1-2
BPPPPB,PBBP,BBBBBP,1-2-1
BBBBPP,BBPBB,PPBPPB,2-1-2
PBBPBB,PPBPP,BPPPBB,2-1-2
BBPPPP,BPPB,PBBBBB,1-2-1
PPBBBP,BPPB,PPPPPB,1-2-1
PPPPPP,BPPB,PBPPPP,1-2-1
PPPBBB,PBBP,BBBBBP,1-2-1
BPBBBP,BPPB,PBPBPB,1-2-1
PBPBPB,PBBP,BBPPBB,1-2-1
BBBBPP,BBPBB,PPBPPP,2-1-2
BBBBPB,PBBP,BPBPPB,1-2-1
PBPBPP,BBPBB,PBPBBB,2-1-2
BBPPPB,PBBP,BPPBBP,1-2-1
PPBBPB,PBBP,BBPPPB,1-2-1
PBPPPP,BPPB,PBPBPB,1-2-1
PBPPPB,PBBP,BPPPBP,1-2-1
PPPPBP,BPPB,PBPPPB,1-2-1
PBBBPB,PBBP,BBBBBB,1-2-1
PBPPBP,BPPB,PPBPPB,1-2-1
BPBPPB,PPBPP,BPPPPB,2-1-2
BPPPPP,BBPBB,PPBBPP,2-1-2
BBBPPP,BPPB,PPPPPP,1-2-1
PPPPPP,BPPB,PBPBBB,1-2-1
BBBBPB,PBBP,BPPBPP,1-2-1
BBBBBP,BPPB,PBBPBP,1-2-1
BPBPPB,PBBP,BPPPPP,1-2-1
PPPPPB,PBBP,BPPPBP,1-2-1
BBBBBP,BPPB,PPBBBB,1-2-1
BBPBBB,PBBP,BBBPBB,1-2-1
BPPPPP,BPPB,PPBBBP,1-2-1
BBBPBB,PPBPP,BPPPBB,2-1-2
BBPPBP,BPPB,PPPBPP,1-2-1
BBBBBB,PBBP,BBPBPP,1-2-1
PPBPPP,BPPB,PPBPPP,1-2-1
BBPBPP,BBPBB,PBPBBP,2-1-2
BPBBPB,PBBP,BBBBPB,1-2-1
PPPPPP,BPPB,PBPBBP,1-2-1
PBPPPP,BBPBB,PBPBPP,2-1-2
PPBBBB,PBBP,BBPBPP,1-2-1
PBBBBB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BPBPPP,1-2-1
BPBPPP,BBPBB,PPBBPP,2-1-2
PBPPPB,PBBP,BPPPPB,1-2-1
PPBBPB,PBBP,BPPBPP,1-2-1
BPPPBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBBBBB,1-2-1
BBBBBP,BPPB,PPBBPP,1-2-1
PPPBPB,PBBP,BBPBPP,1-2-1
BPPPBP,BPPB,PPBBPB,1-2-1
BPPBBP,BPPB,PPBPPB,1-2-1
BBBPBB,PPBPP,BBBPBB,2-1-2
PBBBBP,BPPB,PPBBPP,1-2-1
BBPPPB,PBBP,BBBPBB,1-2-1
BBBPPP,BBPBB,PPPBPB,2-1-2
BBBBPP,BBPBB,PBPPBP,2-1-2
BBPBBP,BPPB,PBPPBB,1-2-1
PBBBBB,PBBP,BBPBPB,1-2-1
PBBPBP,BPPB,PBBBPB,1-2-1
BPPBBB,PBBP,BPPBBP,1-2-1
BBPPBP,BPPB,PPBBBP,1-2-1
BPBPBP,BPPB,PBPBPB,1-2-1
BBBBBP,BPPB,PPBPPP,1-2-1
BPBPBP,BPPB,PPPPBB,1-2-1
PBPBBP,BPPB,PPPBBP,1-2-1
BBPPPP,BPPB,PPBBPB,1-2-1
