before,pingpong_tie,after,length,tie_position
TBBPPB,PBPBT,BBBBPT,5,21
PPPBBP,BPBPT,PPPPBP,5,10
PPBBPP,TBTBT,PPPPPP,5,40
BPPBTB,PBPBT,BTBBBB,5,13
PBPBPP,PBPBT,PPPBBB,5,47
PPBBBB,BPBPT,PPBBPT,5,24
BBBBBP,PBPBT,BBBBBP,5,34
PBPPPP,PBPBT,BPPPBP,5,37
BPBBBB,PBPBT,PBPBPP,5,44
BPBBBB,PBPBT,BBTTBB,5,18
PPBPBB,BPBPT,PBPBPP,5,47
PBBPPP,PBPBT,PBPPBB,5,34
PBBBPT,BPBPT,BPPPPB,5,29
BBBBTT,BPBPT,BPBPPB,5,48
PBBPBP,PBPBT,PTPBBT,5,15
PBBPBP,PBPBT,PTPBBT,5,15
PPPBPP,PBPBT,BTBPBP,5,17
BPBTBT,BPBPT,PPBPPB,5,24
TBBPPP,TBTBT,PBTPPP,5,14
BBBBBB,TBTBT,TTPBBB,5,51
BBBBBB,TBTBT,TTPBBB,5,51
PBPBBP,PBPBT,BBBTPB,5,13
PPPBBB,BPBPT,BBBPBP,5,45
PPBBBP,PBPBT,PBPBBB,5,25
BPBBBB,BPBPT,BPPBTP,5,41
PPBBTP,PBPBT,PPPBBB,5,34
BTTBPB,PBPBT,BTPPPP,5,49
PBTPBP,BPBPT,PTTTPB,5,35
BPPPPB,PBPBT,BPPPTP,5,31
BPPBTP,PBPBT,PBBPPB,5,38
PTPPBB,TPTPT,BPPPBB,5,41
PTPPBB,TPTPT,BPPPBB,5,41
PBBPPT,TBTBT,BBPBPB,5,11
BTPPTP,BPBPT,PBBPPP,5,24
BTBPPP,PBPBT,TBBPTP,5,38
PTPPTT,PBPBT,BBBPBB,5,52
BBBBPB,BPBPT,BPBPPP,5,27
BPPBPT,PBPBT,BBPPPB,5,18
PTBBBP,BPBPT,PBTPPB,5,36
BPBPPB,PBPBT,BBBPPB,5,32
PPBPPT,PBPBT,PPBBPT,5,10
PTPBBP,BPBPT,BPPPBP,5,37
PPPPPP,PBPBT,PBBPBT,5,35
BPTPBP,PBPBT,BBPPPP,5,36
BPPPPB,BPBPT,TBTBBB,5,10
BBPPPP,PBPBT,BBBBBB,5,10
PPTPBB,PBPBT,BBTBBP,5,46
PPTPBB,PBPBT,BBTBBP,5,46
PTPBTP,BPBPT,PBBPPB,5,37
PTPBTP,BPBPT,PBBPPB,5,37
BBPBBB,PBPBT,PBBBPP,5,22
BPBPBB,BPBPT,BBPBPP,5,33
PPBTPP,TPTPT,BBPPBB,5,25
BPPPBP,BPBPT,BPTTBB,5,39
BBPPPP,PBPBT,BPPBBP,5,28
PBPBPB,PBPBT,BTPPPB,5,33
PPTTPP,BPBPT,BPPPBP,5,25
PPTTPP,BPBPT,BPPPBP,5,25
PPPBBP,BPBPT,BPBPTT,5,42
PBPBPT,BPBPT,TPBTBB,5,47
BBBBBT,PBPBT,BTPBPB,5,19
TBBTBB,BPBPT,PPBPPP,5,42
BPTPPB,PBPBT,PBPBBP,5,35
BPTPPB,PBPBT,PBPBBP,5,35
PPTPPT,PBPBT,PBPPTP,5,10
BPBBBP,PBPBT,PPBBPT,5,45
BPBBBP,PBPBT,PPBBPT,5,45
TPBPTB,BPBPT,TPPBTT,5,15
BBPTBB,PBPBT,BPPPPP,5,46
PPPBBB,PBPBT,TPBPPP,5,32
BTBTPB,BPBPT,PPBBBB,5,33
BPPBBB,BPBPT,PPBPPB,5,17
PBBBPB,BPBPT,PBBBPP,5,25
PBBBPB,BPBPT,PBBBPP,5,25
PBBTPB,BPBPT,PPPPBP,5,26
PTBPPP,PBPBT,TBPBPB,5,46
PBBTPB,BPBPT,PPPPBP,5,26
PTBPPP,PBPBT,TBPBPB,5,46
PBBTPB,BPBPT,PPPPBP,5,26
PTBPPP,PBPBT,TBPBPB,5,46
BBPBTP,BPBPT,PPBPPB,5,26
BBPBTP,BPBPT,PPBPPB,5,26
PPPBPB,PBPBT,TBTBPB,5,22
BTBPBB,PBPBT,TPPTPB,5,34
PTBPBT,BPBPT,PPBBBB,5,30
PBPPBB,PBPBT,PTBBPP,5,13
BTBTPP,PBPBT,BBPPTB,5,40
PBPPBB,PBPBT,PTBBPP,5,13
BTBTPP,PBPBT,BBPPTB,5,40
BPBBPB,BPBPT,PPBBBB,5,46
PPBPPP,PBPBT,BPBPPP,5,12
BBPTBP,PBPBT,TBBBPP,5,12
PPPBPB,BPBPT,PTBPBB,5,16
BPBBPP,PBPBT,BBTBBP,5,25
BTBBTB,BPBPT,TTPPPP,5,34
PTBPBP,BPBPT,BBTPTB,5,32
BPBPBP,BPBPT,BPPBPB,5,48
BBBPBB,PBPBT,BPPPPT,5,11
BBBPBB,PBPBT,BPPPPT,5,11
BPPTBP,PBPBT,BPPPBB,5,37
BBBBBP,BPBPT,BBBPBP,5,43
PBBPTB,BPBPT,BBBTPP,5,24
BPPBBP,PBPBT,PPBPBB,5,27
PBBPBB,PBPBT,BPPBTB,5,32
BPTBPB,PBPBT,PBPBPB,5,37
BPTBPB,PBPBT,PBPBPB,5,37
TPBPBP,PBPBT,BBBPBT,5,28
BTTPPP,PBPBT,PBBTBB,5,14
PTBBPT,PBPBT,BBPPBP,5,31
PTBBPT,PBPBT,BBPPBP,5,31
PBBBBB,PBPBT,PPPBPB,5,44
PPTBBP,BPBPT,PTBBBP,5,46
PPBBBB,BPBPT,BPPPBP,5,14
BBPBPB,BPBPT,BPPBBT,5,39
BPPBTB,BPBPT,BBTBBB,5,34
BPPBTB,BPBPT,BBTBBB,5,34
PPBBBP,PBPBT,BBBPPB,5,50
TPPBPP,PBPBT,BPBPBT,5,34
PBPBTB,PBPBT,BBTBPP,5,40
TBBTBP,PBPBT,BTPPPB,5,50
PBPPTP,PBPBT,PPTBBB,5,21
BBBBPT,PBPBT,PBPBPB,5,26
PBTBBB,BPBPT,BBTPPP,5,41
PTBBPP,BPBPT,PBPBTB,5,45
PBPBPT,PBPBT,BBPBPP,5,50
PTBBPP,BPBPT,PBPBTB,5,45
PBPBPT,PBPBT,BBPBPP,5,50
PBPBPB,BPBPT,BPBPPP,5,37
BTBPTB,BTBTT,PPBBBB,5,36
BBBTPP,PBPBT,BBPPBB,5,51
BBBTPP,PBPBT,BBPPBB,5,51
TBPBBB,PBPBT,PTBPPB,5,48
BTBBBB,PBPBT,PPBPBB,5,35
PBPTTB,PBPBT,BPBPBB,5,11
PBPTTB,PBPBT,BPBPBB,5,11
PBBPPP,PBPBT,PPPBBB,5,17
PBBPPP,PBPBT,PPPBBB,5,17
BTPBTP,BPBPT,PTBBTP,5,17
PPPBBB,BPBPT,BPBPBT,5,18
BPBPTB,PBPBT,TPBPBB,5,24
BPBBBP,BPBPT,PBPPBB,5,42
PPBPTP,BPBPT,PBTBPB,5,39
TBBPPT,PBPBT,BPPBBP,5,26
BPPPPB,PTPTT,BPPPBB,5,42
BPPPPB,PTPTT,BPPPBB,5,42
PPBBBP,PBPBT,BBPPPP,5,19
PPBBBP,PBPBT,BBPPPP,5,19
BBBPPP,PBPBT,BBPPPB,5,44
BPTPBP,BPBPT,PBTPBP,5,27
PPTBPT,BPBPT,PTPBBP,5,44
BPTPBP,BPBPT,PBTPBP,5,27
PPTBPT,BPBPT,PTPBBP,5,44
BPBBPP,BPBPT,BBBBPT,5,36
PPPBTB,PBPBT,BPBBBT,5,36
PPBTBB,BPBPT,BPBBBP,5,29
BBBPPP,BPBPT,BBBTBB,5,12
BBBPPP,BPBPT,BBBTBB,5,12
BBBPPP,BPBPT,BBBTBB,5,12
PPBBBP,PBPBT,TPPBBP,5,21
BBBPPP,BPBPT,PPPTBB,5,44
PBTPBP,PBPBT,BPBPPB,5,35
BTPBPP,BPBPT,BPBPBP,5,48
TBTBPB,BPBPT,BPPBPP,5,25
BPPBTP,PBPBT,PBBPPB,5,16
BBPPBB,PBPBT,BBBBPP,5,17
BPBPBP,PBPBT,PPTBBP,5,21
BBTBBP,BPBPT,TTBBBP,5,37
PPPPPP,BPBPT,BPPBPP,5,30
PPPPBB,BTBTT,BPBPPB,5,34
TTBPBP,PBPBT,PPBPBP,5,43
PPPPBB,BTBTT,BPBPPB,5,34
TTBPBP,PBPBT,PPBPBP,5,43
BBTPPT,PBPBT,BPBPBB,5,18
BBTPPT,PBPBT,BPBPBB,5,18
PPBPBB,BPBPT,PPBPPB,5,44
PPBPBB,BPBPT,PPBPPB,5,44
PPBPPT,PBPBT,PBBTPP,5,19
BPBBPP,PBPBT,BPPPBB,5,11
BPBBPP,PBPBT,BPPPBB,5,11
BBTPBB,PBPBT,PBPBBB,5,40
PBBBBB,BPBPT,TPPBTB,5,22
PTPBBT,BPBPT,BTBBBB,5,31
PBBBBP,BPBPT,BBPPBB,5,35
PBBTTP,PTPTT,BBPBPP,5,10
BTPPBB,PBPBT,BBPTTB,5,43
PBPPPP,PBPBT,PTBPPP,5,17
PBBTBB,PBPBT,PPBBBB,5,37
PBPPPB,BPBPT,TTPBBP,5,45
PPBPPB,TPTPT,BBPTPP,5,13
PPBPPB,TPTPT,BBPTPP,5,13
PPTTPB,PBPBT,PBBPTP,5,27
PBBPPT,BPBPT,PPBPTP,5,17
PBPPPP,BTBTT,TPBBBB,5,11
BPPBBP,PBPBT,PPBBBB,5,27
PPTPBT,PBPBT,PBBPBB,5,17
TPPBPP,PBPBT,PBTBBP,5,31
BPTBBP,PBPBT,BBBPPB,5,10
PPPPBP,PBPBT,BPPBTP,5,16
PPPPBP,PBPBT,BPPBTP,5,16
BPBPPB,PTPTT,PPPPTP,5,30
BPBPPB,PTPTT,PPPPTP,5,30
TBPPPB,TBTBT,PTPBPP,5,50
PPBPBB,PBPBT,TBPBPB,5,41
PPPTPP,BPBPT,PPPBPB,5,27
BBPPPT,PBPBT,PPBBTB,5,15
BPBPBP,PBPBT,PBBPPB,5,42
PBBPBB,PBPBT,BPPPPP,5,38
BBPPPB,PBPBT,BPPBBB,5,28
BBBPPT,PBPBT,BBPBBB,5,44
PBBPPP,PBPBT,PBPBTP,5,30
PPBPBT,PBPBT,PTPBPP,5,35
PPBPPP,PBPBT,PBPPBB,5,33
BBBBPP,PBPBT,PTBPBP,5,44
BPBBBB,BTBTT,PPBBBP,5,18
PPPPBP,BPBPT,BPPBPP,5,35
BBPPPB,PBPBT,BPBBPP,5,23
PPPPPT,PBPBT,BPPPBB,5,48
BBPPBB,BPBPT,PBBPPT,5,10
BPBPBB,PBPBT,BPBPPB,5,29
BTBPBT,PBPBT,BPBPPP,5,41
BTBPBT,PBPBT,BPBPPP,5,41
BTBPBT,PBPBT,BPBPPP,5,41
BBBPPT,PBPBT,PPBTPB,5,20
BBBPPT,PBPBT,PTBPPT,5,36
BBPBTB,PBPBT,BBBBPP,5,17
BBBTBP,PBPBT,BBPBPB,5,14
PBPPPP,BPBPT,BTPPBB,5,43
BBBPPB,BPBPT,BTBPPB,5,40
BBPPBB,PBPBT,BBBBBB,5,12
TPPBBP,BPBPT,TPBPBP,5,37
BPTTPB,PBPBT,BBBPPP,5,45
BBPBBP,BPBPT,BBBBBB,5,21
BBBBTP,BPBPT,BBPPBB,5,23
BTBBPB,BPBPT,TPBPPB,5,20
BBBPBB,PBPBT,TBPPBP,5,17
PPBPPP,BPBPT,PBBTPB,5,34
PBBPBP,BPBPT,BPBTBP,5,16
PBPPPB,BPBPT,BBBPBP,5,32
BTBBBB,PBPBT,PPPBBB,5,21
TBBBBP,PBPBT,PTBBBB,5,48
PBBPBB,PBPBT,PPPBPP,5,39
PPPBBB,BPBPT,BTBPPP,5,26
TTPTBB,PBPBT,PPPBBT,5,13
BPPPPB,PBPBT,PBBBPB,5,39
BBBPTB,BPBPT,PBPBBB,5,14
PPBTPP,PBPBT,BTPBPB,5,24
BBBBPB,BPBPT,PPPPPT,5,22
TPPBBP,BPBPT,BPPBTB,5,14
PBBTPB,PBPBT,BPBTBB,5,46
PBPPBB,PBPBT,PPPBBP,5,24
PPPBBP,PBPBT,PBBPPB,5,39
BBTBPT,BPBPT,BBPPPP,5,46
BBBBPB,BPBPT,BBBBPP,5,36
BBBBBP,PBPBT,PBPBBB,5,19
PPTPPB,TPTPT,PBBPBT,5,16
BBPBPT,PBPBT,BBPBBB,5,10
BBBPBB,PBPBT,PBBTBB,5,49
PPBBBB,PBPBT,BBPPPB,5,32
PTBBBB,PBPBT,PBBPPB,5,10
PPTBBP,PTPTT,PTBPBP,5,13
TPTTPT,BPBPT,PPPPBB,5,20
PBBPPT,PBPBT,BBPBBB,5,40
TPPBPP,BPBPT,PPBPBB,5,15
PPTBBB,PBPBT,TBPPBP,5,42
PPTBBB,PBPBT,TBPPBP,5,42
BPPBBP,BPBPT,PPBPPB,5,36
PPPBPT,BPBPT,PPBBBB,5,31
PPBPBB,BPBPT,PPBBBT,5,36
BPBTBB,PBPBT,PBBTPP,5,12
PBPBPB,BPBPT,PPBBPB,5,31
PPTBPT,PBPBT,PPBPBB,5,45
PPPBBB,BPBPT,PPBPPP,5,49
TPBBBP,BPBPT,PBTPBB,5,15
BTPBBP,BPBPT,BTBBBP,5,47
BTPBBP,BPBPT,BTBBBP,5,47
PPBBPB,BPBPT,PBBPPP,5,24
PPBBBB,BPBPT,BPPBBP,5,16
PBBBPP,PBPBT,PBTBPB,5,36
PPBPTP,BPBPT,BBTPBP,5,32
PBPBPP,BPBPT,PPPPPB,5,38
PPPPTB,BPBPT,BBBBBB,5,17
PBTPBP,BPBPT,BBTPTB,5,44
PBBBPP,PBPBT,TPBPBB,5,26
BBTBBB,BPBPT,BPPPBB,5,47
PBPBBP,PBPBT,PPPPBB,5,31
PPPPBB,PBPBT,BPBPBB,5,42
PBBBPP,PBPBT,PBBBPB,5,24
BPBBPB,PBPBT,PBBBTP,5,40
BPBBPB,PBPBT,PBBBTP,5,40
PTPPBB,PTPTT,PPPBBP,5,26
TPBPPP,BPBPT,PBPBBB,5,31
PBPBPP,PBPBT,BTPPBB,5,26
BPBTPB,PBPBT,BPPBPP,5,27
BPBTPB,PBPBT,BPPBPP,5,27
PBPPPP,BPBPT,BPPPPP,5,13
BPTBBB,BPBPT,PTPBBP,5,48
PTTPBB,BPBPT,PBBBPB,5,39
BBPBPB,BPBPT,PPBBPP,5,39
BBBBBB,PBPBT,BBTPPT,5,15
PBPPBB,BPBPT,BPBBTB,5,29
PBPPBB,BPBPT,BPBBTB,5,29
PBPPBB,BPBPT,BPBBTB,5,29
PBBBBP,BPBPT,BBPPPP,5,17
BBBPBP,BPBPT,PPBBBB,5,49
PBPPBP,BPBPT,BBTPBB,5,34
PTTBPP,PBPBT,BPBPPT,5,31
PBPPBP,BPBPT,BBPPPB,5,29
PPBTBP,PBPBT,PPBBPT,5,43
PBTPBB,BPBPT,BBBBBB,5,46
PBTPBB,BPBPT,BBBBBB,5,46
BPBPPP,BPBPT,BBBBPP,5,29
BBPBBB,PBPBT,PBPTBP,5,49
TBBTBT,BPBPT,BTBTBB,5,39
BBPBBP,BPBPT,PBPBBP,5,34
PPBBPB,PBPBT,BBPBBB,5,17
PPBBPB,PBPBT,BBPBBB,5,17
PPBBPB,PBPBT,BBPBBB,5,17
BTBBBP,BPBPT,BTPPBP,5,27
PPTPPP,PBPBT,BTPBBB,5,14
PBTBPB,BPBPT,PTBPBP,5,10
PPTBTT,PBPBT,BBBBPB,5,40
PBTBPB,BPBPT,PTBPBP,5,10
PPTBTT,PBPBT,BBBBPB,5,40
PBTBPB,BPBPT,PTBPBP,5,10
PPTBTT,PBPBT,BBBBPB,5,40
PBBPPB,PBPBT,TBPPTB,5,40
BBPPBP,BPBPT,PPBPBB,5,46
TPPPBB,PBPBT,PBPBBP,5,47
TPPPBB,PBPBT,PBPBBP,5,47
PBBBBT,BPBPT,BPBPBP,5,33
PBTPPP,BPBPT,TBPPBB,5,32
PBTPPP,BPBPT,TBPPBB,5,32
BBPPPP,PBPBT,PBPBBP,5,10
PPBBPB,BPBPT,PPBTBB,5,28
PPBBPB,BPBPT,PPBTBB,5,28
PPBBPB,BPBPT,PPBTBB,5,28
PBPBBB,PBPBT,BBBPBP,5,35
PBBBPT,BPBPT,BBBPPP,5,15
PBBPPP,PBPBT,PPTPBP,5,15
PBBPPP,PBPBT,PPTPBP,5,15
PPPBBP,PBPBT,TPPTTP,5,25
BPBPPP,BPBPT,PBPPBP,5,37
BPBPPP,BPBPT,PBPPBP,5,37
TTPBPP,BPBPT,PTBPPT,5,10
BBPBBB,PBPBT,PPPBBP,5,16
BBPBBB,PBPBT,PPPBBP,5,16
PPBPPB,BPBPT,BBPPPB,5,31
PPPBBP,BPBPT,BBBBTP,5,21
BBTPPP,TBTBT,PPPBPB,5,12
BPPBBB,PBPBT,PPBPPP,5,46
BBTPPP,TBTBT,PPPBPB,5,12
BPPBBB,PBPBT,PPBPPP,5,46
BPPPPB,BPBPT,PBPBPT,5,20
BPBPTP,BPBPT,PBBPPP,5,26
BPPPPB,BPBPT,PBPBPT,5,20
BPBPTP,BPBPT,PBBPPP,5,26
BBPBPB,BPBPT,PBTBBT,5,18
PBBTBP,PTPTT,TBPPPB,5,39
BBPBPB,BPBPT,PBTBBT,5,18
PBBTBP,PTPTT,TBPPPB,5,39
BBPBPB,BPBPT,PBTBBT,5,18
PBBTBP,PTPTT,TBPPPB,5,39
BPPBPB,BPBPT,BPTBBT,5,16
PTPBBB,BPBPT,BBTPPB,5,21
PTPBBB,BPBPT,BBTPPB,5,21
BBBPPB,PBPBT,BPBTBP,5,43
BBBPPB,PBPBT,BPBTBP,5,43
PBBPPP,BPBPT,BTPPBB,5,27
PBBPBP,PBPBT,TBPTPB,5,36
BPTPBT,PBPBT,BPBBPB,5,48
PPBPBB,BPBPT,BPPPPB,5,11
PPBPBB,BPBPT,BPPPPB,5,11
TTTPBP,PBPBT,BTTBTB,5,20
BPBTBT,TBTBT,PBBTBP,5,27
BBPPPB,BPBPT,PBTBBP,5,40
BPBPPP,BPBPT,BPBBPP,5,37
PPPBTB,BPBPT,PPPBPB,5,39
PBPTPP,PBPBT,TPTPBP,5,46
PPBPBP,BPBPT,PBBPPP,5,20
PPBPBB,PBPBT,BBPBBB,5,27
PBBBPP,BPBPT,PTBTBP,5,26
PBPPBB,BPBPT,BBPBBB,5,27
PBPPBP,PBPBT,BPBBBB,5,12
PBBBBB,PTPTT,BTBTPP,5,37
BPPTBP,PTPTT,PBTPPB,5,14
PBBPBP,BPBPT,PPTBPP,5,25
PPTBBB,BPBPT,PBPBBP,5,43
TPBBPB,BPBPT,PPPBBB,5,26
BBPBPB,BPBPT,BBPBPB,5,19
PBPBBB,PBPBT,BPPPPP,5,30
PBPBBB,PBPBT,BPPPPP,5,30
TPPPTP,PBPBT,PTPPPP,5,37
TBPBPB,PBPBT,PTPPBP,5,13
PPBPPT,BPBPT,PPBBBB,5,26
BPTPBB,PBPBT,PPPBBB,5,21
PBPPPB,BPBPT,PBPPBP,5,27
PBPPPB,BPBPT,PBPPBP,5,27
PBPPPB,BPBPT,PBPPBP,5,27
BBBBBP,PBPBT,BPBBBB,5,34
BBBBBP,PBPBT,BPBBBB,5,34
BBBPTB,BPBPT,BBBPBP,5,32
BBBPTB,BPBPT,BBBPBP,5,32
PBPBPB,BPBPT,TPPPPP,5,20
PBPBPB,BPBPT,TPPPPP,5,20
PBPBBB,BPBPT,BPBBPB,5,15
TBBPBB,PBPBT,PBTBTB,5,11
BPBTPB,TBTBT,TBBBPB,5,18
TBBPBB,PBPBT,PBTBTB,5,11
BPBTPB,TBTBT,TBBBPB,5,18
TBBPBB,PBPBT,PBTBTB,5,11
BPBTPB,TBTBT,TBBBPB,5,18
BTBBPB,BPBPT,BPPBBB,5,27
PPBTPP,BPBPT,PBBPBP,5,46
PPBBPB,TBTBT,TBBBPP,5,35
BPPPPP,PBPBT,BPTTPB,5,31
PPPBBB,PBPBT,BPPPBB,5,32
PPBBBB,BPBPT,TBPBPB,5,10
PBPBBB,PBPBT,PPBPBP,5,23
BBBBPP,PBPBT,PBTPBB,5,19
BPPTBB,PBPBT,PPPBPB,5,15
PBPPPP,PBPBT,PPBBPP,5,27
PBBPPB,PBPBT,BBBBBT,5,39
PBBTTP,PBPBT,PTBPTP,5,10
BPBPBP,PBPBT,BBPPTP,5,28
PBPPBP,BPBPT,BTTTPP,5,18
BBBPPB,TPTPT,BTBTPB,5,47
BTBBBP,BPBPT,BTPTPB,5,14
TBBPPB,BPBPT,BBPBPP,5,50
BPBPBP,PBPBT,TBBPBB,5,18
PBBPPT,BPBPT,PPPPBT,5,32
TBPBPP,TPTPT,PPPBBB,5,20
PBBBPT,BPBPT,PPBTPB,5,33
BPBPPB,PBPBT,BPBBPB,5,49
BBBPBB,TPTPT,BBBPPP,5,24
BPBTBP,PBPBT,PBPPPB,5,32
PBBBBP,BPBPT,PBPPBP,5,16
BBPPPP,BPBPT,PBBTTB,5,11
BPBBPP,BPBPT,BPBTPB,5,42
BPBBTP,BPBPT,BPPBBP,5,42
BBPPBB,TPTPT,BPPBPP,5,20
BTPBTB,PBPBT,PBBPPT,5,34
TPPPBP,PBPBT,PPBPBB,5,20
BTBPPP,BPBPT,TTPBBP,5,34
BTPPBP,BPBPT,PTBPBP,5,37
PPPBPP,BPBPT,BBBTPB,5,21
BBPBPB,PBPBT,PBBTPP,5,13
PBBPPB,BPBPT,TPPBBT,5,13
PBBPPB,BPBPT,TPPBBT,5,13
PBBPPB,BPBPT,TPPBBT,5,13
BPBBPP,BPBPT,TPPBPP,5,16
BPBBPP,BPBPT,TPPBPP,5,16
PBPPBB,BPBPT,PBBPPP,5,14
TPPPBP,PBPBT,PBPPPB,5,27
TPPPPP,PBPBT,TPPBPB,5,18
TPPPPP,PBPBT,TPPBPB,5,18
BPBBTB,BPBPT,PBPTPB,5,14
TBBBBT,PBPBT,BTPTBB,5,34
BTPBBP,PBPBT,PPBPBP,5,18
BBPPPP,BPBPT,TBBBPP,5,23
PPTBPP,PBPBT,PPBTTP,5,13
TPPTBP,PBPBT,BBBBBP,5,50
BTPBBB,BPBPT,PBPPPP,5,27
BTPBBB,BPBPT,PBPPPP,5,27
BBPTBP,PBPBT,BBPPBP,5,48
BPBBBP,BPBPT,BTPBBB,5,49
BPPPBP,BPBPT,PTPBPP,5,14
PBPPBP,BPBPT,TBPBBB,5,27
PPPPPT,PBPBT,PBBBTP,5,23
BPPBPP,PBPBT,PBPBBP,5,14
PBBTPP,BPBPT,BPBPBB,5,35
BPPBPP,PBPBT,PBPBBP,5,14
PBBTPP,BPBPT,BPBPBB,5,35
BPPPBP,PBPBT,PBPPPP,5,42
PBBBPP,BPBPT,PBBBPB,5,22
BBPPPP,BPBPT,BPTPPP,5,38
PPPPPP,BPBPT,PTPBBP,5,37
PPPPPP,BPBPT,PTPBBP,5,37
PBBBPB,BPBPT,BBPTBP,5,50
PBBBPB,BPBPT,BBPTBP,5,50
PBBBPB,BPBPT,BBPTBP,5,50
BPBBPB,BPBPT,PBBPPP,5,50
PBBBBB,BPBPT,BPBBPP,5,40
PBBTPP,BPBPT,BBBTPB,5,22
PBBTPP,BPBPT,BBBTPB,5,22
PBBTPP,BPBPT,BBBTPB,5,22
PBBTPP,BPBPT,BBBTPB,5,22
PPBBBP,PBPBT,PBBBBB,5,36
BPBBBT,PBPBT,PBBPBT,5,39
PPPPBB,BPBPT,BPTPPB,5,38
PPBBBP,PTPTT,PPPPBT,5,10
BBBBBP,BPBPT,BPBBBB,5,41
TBBPBP,BPBPT,BTPPBP,5,26
BPPTPT,PBPBT,BBPBPB,5,10
BTBBTB,BPBPT,TBBPBB,5,14
TBBTBP,PBPBT,PPBBBP,5,23
BBPPPB,PTPTT,PBPTPB,5,15
BBPPPB,PTPTT,PBPTPB,5,15
PBPBPP,PBPBT,BPPPPP,5,37
TBBPPT,PBPBT,PBBPBT,5,20
TPBBBB,PBPBT,BBBPBB,5,43
TPBBBB,PBPBT,BBBPBB,5,43
TPBBBB,PBPBT,BBBPBB,5,43
PTPBBP,PBPBT,BPPPTP,5,33
PTPBTB,PBPBT,PBBPBP,5,43
PPPPPP,BTBTT,PBTBBB,5,32
BTBPBP,BPBPT,PBPBBP,5,44
BBPBBB,BPBPT,BBBBPP,5,48
PPBTPP,BPBPT,TBPPPB,5,32
PBBPPP,BPBPT,BPBPPB,5,17
BPBPPP,BPBPT,TPPBPB,5,20
BTBBPB,BPBPT,PBBPTB,5,17
BTBBPB,BPBPT,PBBPTB,5,17
PPBTBT,PBPBT,PBBPPB,5,11
BBBBBP,BPBPT,BBPTPP,5,30
PPBPTB,BPBPT,PPPBPP,5,19
BPPPPT,BPBPT,BTBBBP,5,33
PBPPPP,BTBTT,PBBPPP,5,33
BBPPPP,BPBPT,BPBPBP,5,18
TTPPPB,BPBPT,PBPBBB,5,23
TTPPPB,BPBPT,PBPBBB,5,23
BBBPBT,TBTBT,PBPBBB,5,41
TPBPPP,BPBPT,TPPPPP,5,17
BPBPPB,BPBPT,TPPTPB,5,36
BPBBPP,PBPBT,PBBBPP,5,38
BBBBBB,BPBPT,TPPPBP,5,35
PBPPPP,PBPBT,BBBBPP,5,40
TBPPPB,PBPBT,BPPPPP,5,16
PPPBBB,BPBPT,BPPPPP,5,30
BBBPBB,PBPBT,BPBPBB,5,12
BBPPPP,PBPBT,BPPPPB,5,35
TBPPBP,BPBPT,PBPBBP,5,32
TBPPBP,BPBPT,PBPBBP,5,32
BPBPBB,PBPBT,PPBBPP,5,30
TPPBPP,BPBPT,PPBBBB,5,43
BBPBBP,PBPBT,PTPPBB,5,30
PBPPPB,BPBPT,BTBPPB,5,23
PBPBPB,PBPBT,BPBBBB,5,32
BBBPTB,BPBPT,BBBPPP,5,23
BPBBTB,PBPBT,PPBBPB,5,44
BPBBTB,PBPBT,PPBBPB,5,44
BPBBTB,PBPBT,PPBBPB,5,44
PPBBBT,BPBPT,PTPBTB,5,30
PPBBPB,PBPBT,TBPTBP,5,25
PPBBPB,PBPBT,TBPTBP,5,25
BTPBTT,PBPBT,BBTPPP,5,13
PPBBBP,BPBPT,BPBBPT,5,36
TBPBBP,TPTPT,BBPPPP,5,46
PBTBPB,PBPBT,BTPPPB,5,28
BTPPPB,PBPBT,PBPPPB,5,39
PPPBBB,BPBPT,BBPBPB,5,27
PBPTBB,PBPBT,PBPBTB,5,34
BPBPBT,PBPBT,BBTBBP,5,39
BTPBPP,PTPTT,TPBBPT,5,30
BTPBPP,PTPTT,TPBBPT,5,30
BPPPPP,BPBPT,BPBPPB,5,29
BBPPBB,BPBPT,BBPBBB,5,45
BBPBBT,BPBPT,BPPBPB,5,30
PPPBBB,PBPBT,BPBPBP,5,22
BPBTBB,BPBPT,BPTPBB,5,29
BPPPPP,PBPBT,BPBPBB,5,16
PBBPBB,PBPBT,PBBTPB,5,42
BTBPPB,BPBPT,PPTPBT,5,50
BBBPPP,BPBPT,BBBBBP,5,20
BPPPBB,PBPBT,BPPTBB,5,40
BBTPBP,TBTBT,BBPBPB,5,32
PBBPBP,BPBPT,PBBTBP,5,20
BTTTPT,PBPBT,PBPPBB,5,15
BBBPPB,BPBPT,BPPPPT,5,31
BPPBPP,BPBPT,BPPBBB,5,50
BTPPPB,TPTPT,PPBPPB,5,22
PPBBPB,PBPBT,PPPTPP,5,12
PPTPPP,PBPBT,BPBPBP,5,24
BBBPPB,BPBPT,BBPBPP,5,18
BBPBTP,BPBPT,BPBBBB,5,17
PPTTPT,PBPBT,BBPPPB,5,48
BBPBTP,BPBPT,BPBBBB,5,17
PPTTPT,PBPBT,BBPPPB,5,48
BTBPPB,PBPBT,BBBBBP,5,37
BBBPPP,PBPBT,BTPBBP,5,19
BPPPPP,PBPBT,TBBPPP,5,32
BBPPBB,TPTPT,BPPPPB,5,20
BBPPBB,TPTPT,BPPPPB,5,20
